state_po,county_fips,county_name,party,totalvotes,share
AK,2001,DISTRICT 1,D,7314,47.53896636587367
AK,2001,DISTRICT 1,R,7314,48.00382827454197
AK,2002,DISTRICT 2,D,6136,34.289439374185136
AK,2002,DISTRICT 2,R,6136,59.876140808344196
AK,2003,DISTRICT 3,D,8385,22.695289206917113
AK,2003,DISTRICT 3,R,8385,72.46273106738224
AK,2004,DISTRICT 4,D,10511,50.85148891637332
AK,2004,DISTRICT 4,R,10511,44.61992198649035
AK,2005,DISTRICT 5,D,8654,48.57869193436561
AK,2005,DISTRICT 5,R,8654,47.11116246822279
AK,2006,DISTRICT 6,D,9460,34.5877378435518
AK,2006,DISTRICT 6,R,9460,60.99365750528541
AK,2007,DISTRICT 7,D,9622,23.020162128455624
AK,2007,DISTRICT 7,R,9622,73.03055497817502
AK,2008,DISTRICT 8,D,9912,19.703389830508474
AK,2008,DISTRICT 8,R,9912,76.85633575464084
AK,2009,DISTRICT 9,D,10993,25.188756481397252
AK,2009,DISTRICT 9,R,10993,70.8359865368871
AK,2010,DISTRICT 10,D,11205,24.337349397590362
AK,2010,DISTRICT 10,R,11205,72.11958946898706
AK,2011,DISTRICT 11,D,10628,29.450508091832894
AK,2011,DISTRICT 11,R,10628,66.76703048550998
AK,2012,DISTRICT 12,D,11238,26.312511122975618
AK,2012,DISTRICT 12,R,11238,70.2349172450614
AK,2013,DISTRICT 13,D,7713,34.56502009594192
AK,2013,DISTRICT 13,R,7713,60.313755996369764
AK,2014,DISTRICT 14,D,11443,37.23673861749541
AK,2014,DISTRICT 14,R,11443,58.6734248011885
AK,2015,DISTRICT 15,D,5559,47.16675661090124
AK,2015,DISTRICT 15,R,5559,48.04821010973197
AK,2016,DISTRICT 16,D,8118,52.64843557526484
AK,2016,DISTRICT 16,R,8118,43.31116038433112
AK,2017,DISTRICT 17,D,7239,57.1349633927338
AK,2017,DISTRICT 17,R,7239,38.81751623152369
AK,2018,DISTRICT 18,D,7720,60.634715025906736
AK,2018,DISTRICT 18,R,7720,35.751295336787564
AK,2019,DISTRICT 19,D,5301,58.81909073759668
AK,2019,DISTRICT 19,R,5301,37.25712129786832
AK,2020,DISTRICT 20,D,7497,65.10604241696679
AK,2020,DISTRICT 20,R,7497,31.786047752434307
AK,2021,DISTRICT 21,D,9429,57.418602184749176
AK,2021,DISTRICT 21,R,9429,39.13458479160038
AK,2022,DISTRICT 22,D,9520,47.825630252100844
AK,2022,DISTRICT 22,R,9520,49.20168067226891
AK,2023,DISTRICT 23,D,7739,49.23116681741827
AK,2023,DISTRICT 23,R,7739,47.22832407287763
AK,2024,DISTRICT 24,D,10428,45.41618718833909
AK,2024,DISTRICT 24,R,10428,51.57268891446107
AK,2025,DISTRICT 25,D,9325,49.32975871313673
AK,2025,DISTRICT 25,R,9325,47.26005361930295
AK,2026,DISTRICT 26,D,10111,45.079616259519334
AK,2026,DISTRICT 26,R,10111,51.85441598259322
AK,2027,DISTRICT 27,D,9506,50.95729013254786
AK,2027,DISTRICT 27,R,9506,45.487060803702924
AK,2028,DISTRICT 28,D,12749,49.13326535414542
AK,2028,DISTRICT 28,R,12749,48.333202604125816
AK,2029,DISTRICT 29,D,10747,27.775193077137807
AK,2029,DISTRICT 29,R,10747,69.45194007630036
AK,2030,DISTRICT 30,D,10176,25.92374213836478
AK,2030,DISTRICT 30,R,10176,70.55817610062893
AK,2031,DISTRICT 31,D,12410,40.588235294117645
AK,2031,DISTRICT 31,R,12410,56.17244157937147
AK,2032,DISTRICT 32,D,8335,42.063587282543494
AK,2032,DISTRICT 32,R,8335,53.26934613077385
AK,2033,DISTRICT 33,D,10955,68.7813783660429
AK,2033,DISTRICT 33,R,10955,27.923322683706072
AK,2034,DISTRICT 34,D,10729,53.714232454096376
AK,2034,DISTRICT 34,R,10729,42.343182030012116
AK,2035,DISTRICT 35,D,10102,49.60403880419719
AK,2035,DISTRICT 35,R,10102,47.20847356959018
AK,2036,DISTRICT 36,D,9292,40.85234610417564
AK,2036,DISTRICT 36,R,9292,55.0365906155833
AK,2037,DISTRICT 37,D,5142,49.786075457020615
AK,2037,DISTRICT 37,R,5142,45.85764294049008
AK,2038,DISTRICT 38,D,5299,60.42649556520098
AK,2038,DISTRICT 38,R,5299,32.77976976788073
AK,2039,DISTRICT 39,D,5891,60.770667119334576
AK,2039,DISTRICT 39,R,5891,32.914615515192665
AK,2040,DISTRICT 40,D,4603,50.35846187269172
AK,2040,DISTRICT 40,R,4603,43.319574190745165
AK,2099,DISTRICT 99,D,433,86.14318706697459
AK,2099,DISTRICT 99,R,433,13.625866050808314
AL,1001,AUTAUGA,D,27770,27.018365142239826
AL,1001,AUTAUGA,R,27770,71.4368023046453
AL,1003,BALDWIN,D,109679,22.409029987509005
AL,1003,BALDWIN,R,109679,76.17137282433282
AL,1005,BARBOUR,D,10518,45.78817265639856
AL,1005,BARBOUR,R,10518,53.45122646891044
AL,1007,BIBB,D,9595,20.698280354351226
AL,1007,BIBB,R,9595,78.42626367899948
AL,1009,BLOUNT,D,27588,9.569377990430622
AL,1009,BLOUNT,R,27588,89.57155284906482
AL,1011,BULLOCK,D,4613,74.70192933015392
AL,1011,BULLOCK,R,4613,24.842835464990245
AL,1013,BUTLER,D,9488,41.78962900505902
AL,1013,BUTLER,R,9488,57.525295109612145
AL,1015,CALHOUN,D,50983,29.845242531824333
AL,1015,CALHOUN,R,50983,68.84843967597043
AL,1017,CHAMBERS,D,15284,41.644857367181366
AL,1017,CHAMBERS,R,15284,57.26903951845067
AL,1019,CHEROKEE,D,12301,13.202178684659783
AL,1019,CHEROKEE,R,12301,86.03365580034144
AL,1021,CHILTON,D,19310,15.91403417918177
AL,1021,CHILTON,R,19310,83.29880890730192
AL,1023,CHOCTAW,D,7464,41.89442658092176
AL,1023,CHOCTAW,R,7464,57.556270096463024
AL,1025,CLARKE,D,13135,43.81423677198325
AL,1025,CLARKE,R,13135,55.75942139322421
AL,1027,CLAY,D,6930,18.282828282828284
AL,1027,CLAY,R,6930,80.82251082251082
AL,1029,CLEBURNE,D,7227,9.339975093399751
AL,1029,CLEBURNE,R,7227,89.71910889719109
AL,1031,COFFEE,D,22275,22.78787878787879
AL,1031,COFFEE,R,22275,75.86531986531986
AL,1033,COLBERT,D,27886,29.918238542637884
AL,1033,COLBERT,R,27886,68.8625116545937
AL,1035,CONECUH,D,6441,46.04875019406924
AL,1035,CONECUH,R,6441,53.43890700201832
AL,1037,COOSA,D,5479,32.779704325606865
AL,1037,COOSA,R,5479,66.27121737543348
AL,1039,COVINGTON,D,17430,15.611015490533562
AL,1039,COVINGTON,R,17430,83.68330464716007
AL,1041,CRENSHAW,D,6617,25.691400936980504
AL,1041,CRENSHAW,R,6617,73.50763185733716
AL,1043,CULLMAN,D,41851,10.699863802537573
AL,1043,CULLMAN,R,41851,88.12214761893384
AL,1045,DALE,D,19738,26.193130003039823
AL,1045,DALE,R,19738,72.4642820954504
AL,1047,DALLAS,D,17864,68.46171070309002
AL,1047,DALLAS,R,17864,30.92252575011196
AL,1049,DEKALB,D,29356,14.583049461779535
AL,1049,DEKALB,R,29356,84.36776127537811
AL,1051,ELMORE,D,41030,25.26687789422374
AL,1051,ELMORE,R,41030,73.51693882524982
AL,1053,ESCAMBIA,D,15910,30.91137649277184
AL,1053,ESCAMBIA,R,15910,68.31552482715273
AL,1055,ETOWAH,D,47728,24.23524974857526
AL,1055,ETOWAH,R,47728,74.43848474689909
AL,1057,FAYETTE,D,8766,15.91375770020534
AL,1057,FAYETTE,R,8766,83.27629477526808
AL,1059,FRANKLIN,D,12578,16.584512641119414
AL,1059,FRANKLIN,R,12578,82.49324216886627
AL,1061,GENEVA,D,12545,12.714228776404942
AL,1061,GENEVA,R,12545,86.47269828616979
AL,1063,GREENE,D,4775,81.34031413612566
AL,1063,GREENE,R,4775,18.32460732984293
AL,1065,HALE,D,7900,59.0253164556962
AL,1065,HALE,R,7900,40.40506329113924
AL,1067,HENRY,D,9298,28.02753280275328
AL,1067,HENRY,R,9298,71.05829210582921
AL,1069,HOUSTON,D,46173,27.975223615532887
AL,1069,HOUSTON,R,46173,70.64301648149352
AL,1071,JACKSON,D,23636,15.726011169402605
AL,1071,JACKSON,R,23636,83.22051108478593
AL,1073,JEFFERSON,D,325848,55.758513171785616
AL,1073,JEFFERSON,R,325848,42.6097444207115
AL,1075,LAMAR,D,7193,13.59655220353121
AL,1075,LAMAR,R,7193,85.8334491867093
AL,1077,LAUDERDALE,D,44339,26.872505018155575
AL,1077,LAUDERDALE,R,44339,71.54198335551095
AL,1079,LAWRENCE,D,16031,22.219449815981537
AL,1079,LAWRENCE,R,16031,76.86357681991142
AL,1081,LEE,D,71449,38.992848045459
AL,1081,LEE,R,71449,59.092499545130096
AL,1083,LIMESTONE,D,49235,27.768863613283234
AL,1083,LIMESTONE,R,49235,70.35645374225652
AL,1085,LOWNDES,D,6835,72.74323335771763
AL,1085,LOWNDES,R,6835,26.861741038771033
AL,1087,MACON,D,8723,81.48572738736674
AL,1087,MACON,R,8723,17.665940616760288
AL,1089,MADISON,D,194767,44.815600178675034
AL,1089,MADISON,R,194767,52.77074658438031
AL,1091,MARENGO,D,10900,50.34862385321101
AL,1091,MARENGO,R,10900,49.018348623853214
AL,1093,MARION,D,13807,10.596074454986601
AL,1093,MARION,R,13807,88.39718983124502
AL,1095,MARSHALL,D,39655,14.98676081200353
AL,1095,MARSHALL,R,39655,83.69940738872778
AL,1097,MOBILE,D,183164,43.38953069380446
AL,1097,MOBILE,R,183164,55.27450809110961
AL,1099,MONROE,D,10668,41.760404949381325
AL,1099,MONROE,R,10668,57.62092238470191
AL,1101,MONTGOMERY,D,99139,65.08941990538537
AL,1101,MONTGOMERY,R,99139,33.600298570693674
AL,1103,MORGAN,D,53722,24.634228062990953
AL,1103,MORGAN,R,53722,73.83194966680317
AL,1105,PERRY,D,5230,73.80497131931166
AL,1105,PERRY,R,5230,25.60229445506692
AL,1107,PICKENS,D,9668,41.60115846090194
AL,1107,PICKENS,R,9668,57.86098469176665
AL,1109,PIKE,D,13841,40.719601184885484
AL,1109,PIKE,R,13841,58.10273824145654
AL,1111,RANDOLPH,D,10837,20.328504198578944
AL,1111,RANDOLPH,R,10837,78.97942234935869
AL,1113,RUSSELL,D,21329,52.64194289465048
AL,1113,RUSSELL,R,21329,46.246893900323506
AL,1115,ST. CLAIR,D,44441,17.425350464661012
AL,1115,ST. CLAIR,R,44441,81.37980693503746
AL,1117,SHELBY,D,114950,28.941278816876903
AL,1117,SHELBY,R,114950,69.33449325793823
AL,1119,SUMTER,D,6291,73.88332538547131
AL,1119,SUMTER,R,6291,25.40136703226832
AL,1121,TALLADEGA,D,35663,36.83930123657572
AL,1121,TALLADEGA,R,35663,62.3475310545944
AL,1123,TALLAPOOSA,D,20991,27.91196226954409
AL,1123,TALLAPOOSA,R,20991,71.28293077985803
AL,1125,TUSCALOOSA,D,90172,41.88107172958346
AL,1125,TUSCALOOSA,R,90172,56.68832897129929
AL,1127,WALKER,D,31170,15.508501764517163
AL,1127,WALKER,R,31170,83.41995508501765
AL,1129,WASHINGTON,D,8876,25.4393871113114
AL,1129,WASHINGTON,R,8876,73.95223073456512
AL,1131,WILCOX,D,5903,68.57530069456209
AL,1131,WILCOX,R,5903,31.05200745383703
AL,1133,WINSTON,D,11284,8.631690889755406
AL,1133,WINSTON,R,11284,90.34916696207019
AR,5001,ARKANSAS,D,25168,28.893833439287988
AR,5001,ARKANSAS,R,25168,68.4043229497775
AR,5003,ASHLEY,D,31704,26.81049709815796
AR,5003,ASHLEY,R,31704,69.99747665909663
AR,5005,BAXTER,D,84028,22.06407388013519
AR,5005,BAXTER,R,84028,75.38439567763126
AR,5007,BENTON,D,479648,35.23333778103943
AR,5007,BENTON,R,479648,61.682734004936954
AR,5009,BOONE,D,68456,17.90347084258502
AR,5009,BOONE,R,68456,79.77094776206614
AR,5011,BRADLEY,D,14616,33.22386425834702
AR,5011,BRADLEY,R,14616,63.90257252326218
AR,5013,CALHOUN,D,8728,21.952337305224564
AR,5013,CALHOUN,R,8728,74.97708524289642
AR,5015,CARROLL,D,47188,34.10189031109604
AR,5015,CARROLL,R,47188,62.931253708569976
AR,5017,CHICOT,D,16412,55.081647574945166
AR,5017,CHICOT,R,16412,42.7004630757982
AR,5019,CLARK,D,33580,40.95294818344252
AR,5019,CLARK,R,33580,54.98511018463371
AR,5021,CLAY,D,20732,18.56067914335327
AR,5021,CLAY,R,20732,78.83465174609299
AR,5023,CLEBURNE,D,50720,15.678233438485803
AR,5023,CLEBURNE,R,50720,81.45110410094637
AR,5025,CLEVELAND,D,14400,18.083333333333332
AR,5025,CLEVELAND,R,14400,79.63888888888889
AR,5027,COLUMBIA,D,34464,32.66016713091922
AR,5027,COLUMBIA,R,34464,63.8347260909935
AR,5029,CONWAY,D,34740,30.109383995394357
AR,5029,CONWAY,R,34740,65.56131260794473
AR,5031,CRAIGHEAD,D,154044,30.95479213731142
AR,5031,CRAIGHEAD,R,154044,66.3654540261224
AR,5033,CRAWFORD,D,96364,20.584450624714624
AR,5033,CRAWFORD,R,96364,77.23631231580258
AR,5035,CRITTENDEN,D,65468,52.01930714242072
AR,5035,CRITTENDEN,R,65468,44.80356815543472
AR,5037,CROSS,D,27768,25.525785076346875
AR,5037,CROSS,R,27768,71.24747911264765
AR,5039,DALLAS,D,10596,36.35334088335221
AR,5039,DALLAS,R,10596,59.38089845224613
AR,5041,DESHA,D,16656,48.414985590778095
AR,5041,DESHA,R,16656,46.13352545629202
AR,5043,DREW,D,27632,35.11870295309786
AR,5043,DREW,R,27632,62.95599305153445
AR,5045,FAULKNER,D,217712,33.70875284779893
AR,5045,FAULKNER,R,217712,63.2413463658411
AR,5047,FRANKLIN,D,28516,18.235376630663485
AR,5047,FRANKLIN,R,28516,79.63248702482817
AR,5049,FULTON,D,20476,20.218792732955656
AR,5049,FULTON,R,20476,77.37839421762062
AR,5051,GARLAND,D,176796,31.77673703024955
AR,5051,GARLAND,R,176796,65.76845629991628
AR,5053,GRANT,D,32800,15.463414634146343
AR,5053,GRANT,R,32800,82.85365853658537
AR,5055,GREENE,D,64400,18.99378881987578
AR,5055,GREENE,R,64400,78.69565217391305
AR,5057,HEMPSTEAD,D,27392,31.220794392523363
AR,5057,HEMPSTEAD,R,27392,65.27453271028037
AR,5059,HOT SPRING,D,50228,24.544078999761087
AR,5059,HOT SPRING,R,50228,73.28183483316079
AR,5061,HOWARD,D,19336,27.72031443938767
AR,5061,HOWARD,R,19336,69.65246172941663
AR,5063,INDEPENDENCE,D,58048,19.33572216097023
AR,5063,INDEPENDENCE,R,58048,77.5220507166483
AR,5065,IZARD,D,23240,17.57314974182444
AR,5065,IZARD,R,23240,79.70740103270224
AR,5067,JACKSON,D,20364,26.812021213906895
AR,5067,JACKSON,R,20364,70.57552543704577
AR,5069,JEFFERSON,D,100632,59.54765879640671
AR,5069,JEFFERSON,R,100632,37.84482073296765
AR,5071,JOHNSON,D,37992,24.036639292482626
AR,5071,JOHNSON,R,37992,73.04695725415877
AR,5073,LAFAYETTE,D,10716,31.317655841731987
AR,5073,LAFAYETTE,R,10716,65.58417319895483
AR,5075,LAWRENCE,D,23428,18.439474133515454
AR,5075,LAWRENCE,R,23428,78.00921973706676
AR,5077,LEE,D,11392,49.96488764044943
AR,5077,LEE,R,11392,45.15449438202247
AR,5079,LINCOLN,D,15500,26.63225806451613
AR,5079,LINCOLN,R,15500,70.4258064516129
AR,5081,LITTLE RIVER,D,20708,23.68166892022407
AR,5081,LITTLE RIVER,R,20708,71.75970639366429
AR,5083,LOGAN,D,32900,18.772036474164132
AR,5083,LOGAN,R,32900,78.31003039513678
AR,5085,LONOKE,D,122648,21.805492140108278
AR,5085,LONOKE,R,122648,74.6330963407475
AR,5087,MADISON,D,29404,21.262413277105153
AR,5087,MADISON,R,29404,76.96911984763977
AR,5089,MARION,D,30012,20.405171264827402
AR,5089,MARION,R,30012,77.07583633213382
AR,5091,MILLER,D,66116,25.68213443039506
AR,5091,MILLER,R,66116,72.11567547946034
AR,5093,MISSISSIPPI,D,49368,36.93080538000324
AR,5093,MISSISSIPPI,R,49368,59.115216334467675
AR,5095,MONROE,D,11264,40.731534090909086
AR,5095,MONROE,R,11264,54.86505681818182
AR,5097,MONTGOMERY,D,15492,18.874257681383938
AR,5097,MONTGOMERY,R,15492,78.64704363542474
AR,5099,NEVADA,D,13432,32.04288266825491
AR,5099,NEVADA,R,13432,63.51995235259082
AR,5101,NEWTON,D,15992,17.733866933466732
AR,5101,NEWTON,R,15992,79.83991995997998
AR,5103,OUACHITA,D,38516,41.489251220272095
AR,5103,OUACHITA,R,38516,54.979748675874966
AR,5105,PERRY,D,18508,21.871623081910524
AR,5105,PERRY,R,18508,75.18910741301059
AR,5107,PHILLIPS,D,24968,58.04229413649472
AR,5107,PHILLIPS,R,24968,38.721563601409805
AR,5109,PIKE,D,16984,15.167216203485632
AR,5109,PIKE,R,16984,82.87800282618936
AR,5111,POINSETT,D,30084,18.93365243983513
AR,5111,POINSETT,R,30084,78.68634490094402
AR,5113,POLK,D,33960,14.676089517078916
AR,5113,POLK,R,33960,82.86219081272085
AR,5115,POPE,D,97728,23.62475442043222
AR,5115,POPE,R,97728,74.00540275049116
AR,5117,PRAIRIE,D,13980,18.71244635193133
AR,5117,PRAIRIE,R,13980,79.71387696709584
AR,5119,PULASKI,D,679824,59.98434889030102
AR,5119,PULASKI,R,679824,37.47263997740592
AR,5121,RANDOLPH,D,27248,17.836171462125662
AR,5121,RANDOLPH,R,27248,78.61127422196124
AR,5123,ST. FRANCIS,D,28432,50.70343275182893
AR,5123,ST. FRANCIS,R,28432,45.61057962858751
AR,5125,SALINE,D,227836,28.195719728225566
AR,5125,SALINE,R,227836,69.44644393335557
AR,5127,SCOTT,D,14204,13.601802309208672
AR,5127,SCOTT,R,14204,83.41312306392565
AR,5129,SEARCY,D,16076,14.630505100771336
AR,5129,SEARCY,R,16076,83.72729534710128
AR,5131,SEBASTIAN,D,188560,30.731862537123465
AR,5131,SEBASTIAN,R,188560,66.18158676283412
AR,5133,SEVIER,D,20808,21.453287197231834
AR,5133,SEVIER,R,20808,74.6635909265667
AR,5135,SHARP,D,30264,18.477398889770026
AR,5135,SHARP,R,30264,78.48268569918055
AR,5137,STONE,D,23752,19.872010778039744
AR,5137,STONE,R,23752,77.73661165375546
AR,5139,UNION,D,66428,33.62437526344313
AR,5139,UNION,R,66428,63.09387607635335
AR,5141,VAN BUREN,D,31228,20.404764954527987
AR,5141,VAN BUREN,R,31228,77.28961188676828
AR,5143,WASHINGTON,D,377064,46.489720577939025
AR,5143,WASHINGTON,R,377064,50.3935671397959
AR,5145,WHITE,D,123540,19.355674275538288
AR,5145,WHITE,R,123540,78.29690788408612
AR,5147,WOODRUFF,D,9904,34.5718901453958
AR,5147,WOODRUFF,R,9904,62.31825525040388
AR,5149,YELL,D,26964,19.04761904761905
AR,5149,YELL,R,26964,77.52558967512239
AZ,4001,APACHE,D,105516,66.22597520755147
AZ,4001,APACHE,R,105516,32.53155919481406
AZ,4003,COCHISE,D,181326,39.264087885907145
AZ,4003,COCHISE,R,181326,58.828298203236166
AZ,4005,COCONINO,D,219816,61.00283873785347
AZ,4005,COCONINO,R,219816,36.91996942897696
AZ,4007,GILA,D,82986,32.32954956257682
AZ,4007,GILA,R,82986,66.43409731761984
AZ,4009,GRAHAM,D,44985,26.90230076692231
AZ,4009,GRAHAM,R,44985,71.68389463154384
AZ,4011,GREENLEE,D,11055,32.07598371777476
AZ,4011,GREENLEE,R,11055,66.02442333785618
AZ,4012,LA PAZ,D,22374,29.981228211316704
AZ,4012,LA PAZ,R,22374,68.77178868329311
AZ,4013,MARICOPA,D,6204432,50.32405867289705
AZ,4013,MARICOPA,R,6204432,48.14292428380229
AZ,4015,MOHAVE,D,314004,23.723583139068293
AZ,4015,MOHAVE,R,314004,75.03248366262851
AZ,4017,NAVAJO,D,155301,45.169702706357334
AZ,4017,NAVAJO,R,155301,53.425927714567194
AZ,4019,PIMA,D,1561191,58.60544930120658
AZ,4019,PIMA,R,1561191,39.922981877297524
AZ,4021,PINAL,D,554922,40.603544281899076
AZ,4021,PINAL,R,554922,57.887595013353234
AZ,4023,SANTA CRUZ,D,58668,67.18142769482512
AZ,4023,SANTA CRUZ,R,58668,31.67314379218654
AZ,4025,YAVAPAI,D,429663,34.63318926693711
AZ,4025,YAVAPAI,R,429663,63.90613108412873
AZ,4027,YUMA,D,209643,46.09264320773887
AZ,4027,YUMA,R,209643,52.28030509008171
CA,6001,ALAMEDA,D,770070,80.20816289428234
CA,6001,ALAMEDA,R,770070,17.700858363525395
CA,6003,ALPINE,D,741,64.23751686909581
CA,6003,ALPINE,R,741,32.928475033738195
CA,6005,AMADOR,D,22304,36.553981348637016
CA,6005,AMADOR,R,22304,60.90835724533716
CA,6007,BUTTE,D,102066,49.40528677522388
CA,6007,BUTTE,R,102066,47.743616875355166
CA,6009,CALAVERAS,D,27164,36.9827713149757
CA,6009,CALAVERAS,R,27164,60.808422912678544
CA,6011,COLUSA,D,7961,40.68584348699912
CA,6011,COLUSA,R,7961,57.26667504082402
CA,6013,CONTRA COSTA,D,581316,71.62816781234302
CA,6013,CONTRA COSTA,R,581316,26.29843321016452
CA,6015,DEL NORTE,D,11453,40.836462062341745
CA,6015,DEL NORTE,R,11453,56.41316685584563
CA,6017,EL DORADO,D,116159,44.439948691018344
CA,6017,EL DORADO,R,116159,53.23565113336031
CA,6019,FRESNO,D,364917,52.8955899560722
CA,6019,FRESNO,R,364917,45.06887867652096
CA,6021,GLENN,D,11297,35.36337080640878
CA,6021,GLENN,R,11297,62.52102328051695
CA,6023,HUMBOLDT,D,68843,65.02912423921096
CA,6023,HUMBOLDT,R,68843,31.622677686910798
CA,6025,IMPERIAL,D,56743,61.114146238302524
CA,6025,IMPERIAL,R,56743,36.739333486068766
CA,6027,INYO,D,9484,48.86123998312948
CA,6027,INYO,R,9484,48.71362294390553
CA,6029,KERN,D,305292,43.68473461472951
CA,6029,KERN,R,305292,53.87759915097677
CA,6031,KINGS,D,43861,42.63240692186681
CA,6031,KINGS,R,43861,54.882469619935705
CA,6033,LAKE,D,28812,51.856865195057615
CA,6033,LAKE,R,28812,45.54699430792725
CA,6035,LASSEN,D,11987,23.350296154167015
CA,6035,LASSEN,R,11987,74.83106698923834
CA,6037,LOS ANGELES,D,4264365,71.02780836068207
CA,6037,LOS ANGELES,R,4264365,26.86285062371537
CA,6039,MADERA,D,53732,43.11769522816943
CA,6039,MADERA,R,53732,54.67505397156257
CA,6041,MARIN,D,155830,82.32561124302124
CA,6041,MARIN,R,155830,15.794134633895911
CA,6043,MARIPOSA,D,10280,39.766536964980546
CA,6043,MARIPOSA,R,10280,57.87937743190661
CA,6045,MENDOCINO,D,43340,66.40978311029072
CA,6045,MENDOCINO,R,43340,30.61144439317028
CA,6047,MERCED,D,90554,54.10142014709455
CA,6047,MERCED,R,90554,43.50663692382446
CA,6049,MODOC,D,4343,26.479392125259036
CA,6049,MODOC,R,4343,71.58646097167856
CA,6051,MONO,D,6738,59.55773226476699
CA,6051,MONO,R,6738,37.29593351142773
CA,6053,MONTEREY,D,163923,69.51617527741683
CA,6053,MONTEREY,R,163923,28.244358631796636
CA,6055,NAPA,D,72150,69.04643104643105
CA,6055,NAPA,R,72150,28.656964656964657
CA,6057,NEVADA,D,64750,56.15289575289575
CA,6057,NEVADA,R,64750,41.357528957528956
CA,6059,ORANGE,D,1522113,53.4788810029216
CA,6059,ORANGE,R,1522113,44.44466343825984
CA,6061,PLACER,D,235084,45.45992070919331
CA,6061,PLACER,R,235084,52.10392880842593
CA,6063,PLUMAS,D,11260,40.50621669626998
CA,6063,PLUMAS,R,11260,57.238010657193605
CA,6065,RIVERSIDE,D,997156,52.984688453963074
CA,6065,RIVERSIDE,R,997156,45.042500872481334
CA,6067,SACRAMENTO,D,718440,61.35627192249875
CA,6067,SACRAMENTO,R,718440,36.10670341295028
CA,6069,SAN BENITO,D,28830,61.14464099895942
CA,6069,SAN BENITO,R,28830,36.732570239334024
CA,6071,SAN BERNARDINO,D,841130,54.196022017999596
CA,6071,SAN BERNARDINO,R,841130,43.54344750514189
CA,6073,SAN DIEGO,D,1602143,60.20998125635477
CA,6073,SAN DIEGO,R,1602143,37.45570776141705
CA,6075,SAN FRANCISCO,D,443553,85.25610242744385
CA,6075,SAN FRANCISCO,R,443553,12.719336809806268
CA,6077,SAN JOAQUIN,D,288492,55.85492838622908
CA,6077,SAN JOAQUIN,R,288492,41.976207312507796
CA,6079,SAN LUIS OBISPO,D,159714,55.29258549657513
CA,6079,SAN LUIS OBISPO,R,159714,42.222973565247884
CA,6081,SAN MATEO,D,374251,77.8878346350444
CA,6081,SAN MATEO,R,374251,20.196071620383112
CA,6083,SANTA BARBARA,D,200339,64.87154273506407
CA,6083,SANTA BARBARA,R,200339,32.8123830107967
CA,6085,SANTA CLARA,D,850741,72.6386761658366
CA,6085,SANTA CLARA,R,850741,25.22647903415963
CA,6087,SANTA CRUZ,D,144837,78.87901572112098
CA,6087,SANTA CRUZ,R,144837,18.598148263220033
CA,6089,SHASTA,D,92930,32.28236306897665
CA,6089,SHASTA,R,92930,65.41375228666739
CA,6091,SIERRA,D,1931,37.80424650440187
CA,6091,SIERRA,R,1931,59.14034179181771
CA,6093,SISKIYOU,D,23472,40.869972733469666
CA,6093,SISKIYOU,R,23472,56.620654396728014
CA,6095,SOLANO,D,205877,63.94060531288099
CA,6095,SOLANO,R,205877,33.663789544242434
CA,6097,SONOMA,D,268317,74.51559163228569
CA,6097,SONOMA,R,268317,23.041775213646545
CA,6099,STANISLAUS,D,214954,49.23890692892433
CA,6099,STANISLAUS,R,214954,48.4499009090317
CA,6101,SUTTER,D,42644,40.72554169402495
CA,6101,SUTTER,R,42644,57.159272113310195
CA,6103,TEHAMA,D,28731,31.01527966308169
CA,6103,TEHAMA,R,28731,66.62141937280289
CA,6105,TRINITY,D,6259,45.55040741332481
CA,6105,TRINITY,R,6259,50.93465409809874
CA,6107,TULARE,D,146885,45.00459543180039
CA,6107,TULARE,R,146885,52.81614868774892
CA,6109,TUOLUMNE,D,30408,39.39094975006577
CA,6109,TUOLUMNE,R,30408,58.17219152854512
CA,6111,VENTURA,D,422825,59.4543842015018
CA,6111,VENTURA,R,422825,38.36267959557737
CA,6113,YOLO,D,97294,69.47807675704566
CA,6113,YOLO,R,97294,28.05106173042531
CA,6115,YUBA,D,29796,37.6896227681568
CA,6115,YUBA,R,29796,59.32339911397503
CO,8001,ADAMS,D,236740,56.68750528005407
CO,8001,ADAMS,R,236740,40.405930556728904
CO,8003,ALAMOSA,D,7808,48.142930327868854
CO,8003,ALAMOSA,R,7808,48.83452868852459
CO,8005,ARAPAHOE,D,350183,60.99867783416099
CO,8005,ARAPAHOE,R,350183,36.35898944266284
CO,8007,ARCHULETA,D,9144,40.879265091863516
CO,8007,ARCHULETA,R,9144,56.74759405074366
CO,8009,BACA,D,2225,14.247191011235955
CO,8009,BACA,R,2225,83.91011235955057
CO,8011,BENT,D,2274,32.189973614775724
CO,8011,BENT,R,2274,66.09498680738787
CO,8013,BOULDER,D,206111,77.18607934559533
CO,8013,BOULDER,R,206111,20.620442382987807
CO,8014,BROOMFIELD,D,46632,62.354177388917485
CO,8014,BROOMFIELD,R,46632,34.94381540572997
CO,8015,CHAFFEE,D,13718,52.19419740486951
CO,8015,CHAFFEE,R,13718,45.35646595713661
CO,8017,CHEYENNE,D,1136,11.53169014084507
CO,8017,CHEYENNE,R,1136,87.41197183098592
CO,8019,CLEAR CREEK,D,6548,55.0397067806964
CO,8019,CLEAR CREEK,R,6548,42.05864386072083
CO,8021,CONEJOS,D,4333,45.211170090006924
